,process_id,media_id,row_type,measurement_id,time,value,stdv,source,unit
0,cultivation1,,volume,volume_mid,0.0,2.0,,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
1,cultivation1,,volume,volume_mid,0.0,2.0,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
2,cultivation1,,volume,volume_mid,24.0,1.9998,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
3,cultivation1,,volume,volume_mid,48.0,2.0736,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
4,cultivation1,,volume,volume_mid,72.0,2.2224,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
5,cultivation1,,volume,volume_mid,96.0,2.2222,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
6,cultivation1,,volume,volume_mid,120.0,2.222,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
7,cultivation1,,volume,volume_mid,144.0,2.2218,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
8,cultivation1,,volume,volume_mid,168.0,2.2956,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
9,cultivation1,,volume,volume_mid,192.0,2.3694,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
10,cultivation1,,volume,volume_mid,216.0,2.4432,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
11,cultivation1,,volume,volume_mid,240.0,2.518,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
12,cultivation1,,volume,volume_mid,264.0,2.5918,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
13,cultivation1,,volume,volume_mid,288.0,2.5916,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
14,cultivation1,,volume,volume_mid,312.0,2.5914,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
15,cultivation1,,volume,volume_mid,336.0,2.5912,0.23302667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
16,cultivation10,,volume,volume_mid,0.0,2.0,,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
17,cultivation10,,volume,volume_mid,0.0,2.0,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
18,cultivation10,,volume,volume_mid,24.0,1.9998,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
19,cultivation10,,volume,volume_mid,48.0,2.0666,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
20,cultivation10,,volume,volume_mid,72.0,2.1334,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
21,cultivation10,,volume,volume_mid,96.0,2.2002,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
22,cultivation10,,volume,volume_mid,120.0,2.267,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
23,cultivation10,,volume,volume_mid,144.0,2.3088,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
24,cultivation10,,volume,volume_mid,168.0,2.3756,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
25,cultivation10,,volume,volume_mid,192.0,2.3754,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
26,cultivation10,,volume,volume_mid,216.0,2.4172,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
27,cultivation10,,volume,volume_mid,240.0,2.417,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
28,cultivation10,,volume,volume_mid,264.0,2.4838,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
29,cultivation10,,volume,volume_mid,288.0,2.4836,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
30,cultivation10,,volume,volume_mid,312.0,2.4834,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
31,cultivation10,,volume,volume_mid,336.0,2.4832,0.22996667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
32,cultivation2,,volume,volume_mid,0.0,2.0,,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
33,cultivation2,,volume,volume_mid,0.0,2.0,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
34,cultivation2,,volume,volume_mid,24.0,1.9998,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
35,cultivation2,,volume,volume_mid,48.0,1.9996,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
36,cultivation2,,volume,volume_mid,72.0,2.0734,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
37,cultivation2,,volume,volume_mid,96.0,2.1342,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
38,cultivation2,,volume,volume_mid,120.0,2.208,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
39,cultivation2,,volume,volume_mid,144.0,2.3428,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
40,cultivation2,,volume,volume_mid,168.0,2.4776,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
41,cultivation2,,volume,volume_mid,192.0,2.6124,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
42,cultivation2,,volume,volume_mid,216.0,2.6122,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
43,cultivation2,,volume,volume_mid,240.0,2.612,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
44,cultivation2,,volume,volume_mid,264.0,2.6858,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
45,cultivation2,,volume,volume_mid,288.0,2.6856,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
46,cultivation2,,volume,volume_mid,312.0,2.6854,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
47,cultivation2,,volume,volume_mid,336.0,2.6852,0.23876,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
48,cultivation3,,volume,volume_mid,0.0,2.0,,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
49,cultivation3,,volume,volume_mid,0.0,2.0,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
50,cultivation3,,volume,volume_mid,24.0,1.9998,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
51,cultivation3,,volume,volume_mid,48.0,1.9996,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
52,cultivation3,,volume,volume_mid,72.0,2.1294,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
53,cultivation3,,volume,volume_mid,96.0,2.2592,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
54,cultivation3,,volume,volume_mid,120.0,2.337,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
55,cultivation3,,volume,volume_mid,144.0,2.4148,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
56,cultivation3,,volume,volume_mid,168.0,2.4666,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
57,cultivation3,,volume,volume_mid,192.0,2.5444,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
58,cultivation3,,volume,volume_mid,216.0,2.6222,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
59,cultivation3,,volume,volume_mid,240.0,2.622,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
60,cultivation3,,volume,volume_mid,264.0,2.6218,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
61,cultivation3,,volume,volume_mid,288.0,2.6216,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
62,cultivation3,,volume,volume_mid,312.0,2.6214,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
63,cultivation3,,volume,volume_mid,336.0,2.6212,0.23920667,/home/jovyan/workspace/notebook-examples-lfs/tests/workshop/generated_test_data/results/volume_data.csv.gz,L
